sample_id,image_path,generated_text,is_complaint,problem_type,defect_type,severity,mask_path,split,generator_version,seed
good_171_d8240b60,data/raw/mvtec/bottle/bottle/train/good/171.png,"Everything is fine, no issues ❤️",False,Other,good,Low,,train,v1.0.0,2660052994
good_172_5109918c,data/raw/mvtec/bottle/bottle/train/good/172.png,"Everything is fine, no issues",False,Other,good,Low,,train,v1.0.0,608156989
good_173_cdc43669,data/raw/mvtec/bottle/bottle/train/good/173.png,Bottle is innnntact and quality is goodddd,False,Other,good,Low,,train,v1.0.0,2758779969
good_174_cf468a4c,data/raw/mvtec/bottle/bottle/train/good/174.png,المنتج وصل بحالة ممتازة، شكراً,False,Other,good,Low,,train,v1.0.0,490993033
good_175_59b97804,data/raw/mvtec/bottle/bottle/train/good/175.png,المنتج وصل بحالة ممتازة، شكراً,False,Other,good,Low,,train,v1.0.0,375226934
good_176_9a58acd3,data/raw/mvtec/bottle/bottle/train/good/176.png,اللمنتج مطابق للوصف وبحالة ممتازة,False,Other,good,Low,,train,v1.0.0,1496340179
good_177_8c9e6a92,data/raw/mvtec/bottle/bottle/train/good/177.png,bottttle is intact and quality is good 😊✨,False,Other,good,Low,,train,v1.0.0,3572424868
good_178_53f89b20,data/raw/mvtec/bottle/bottle/train/good/178.png,Bottle is iiintact and qualty is good ✨👍,False,Other,good,Low,,train,v1.0.0,1934581496
good_179_aca910c8,data/raw/mvtec/bottle/bottle/train/good/179.png,كل شيء تمام، لا يوجد مشاكل 👌,False,Other,good,Low,,train,v1.0.0,2791657776
good_180_ae7eae9b,data/raw/mvtec/bottle/bottle/train/good/180.png,prduct matches description and is in perfect condition,False,Other,good,Low,,train,v1.0.0,3935316816
good_181_61cc9e6f,data/raw/mvtec/bottle/bottle/train/good/181.png,المنتج مطابق للوصف وبحاللة ممتازة,False,Other,good,Low,,train,v1.0.0,2520371500
good_182_ed20ba81,data/raw/mvtec/bottle/bottle/train/good/182.png,Product matches description annnd is in perfect condition,False,Other,good,Low,,train,v1.0.0,3139246800
good_183_1a2d9bae,data/raw/mvtec/bottle/bottle/train/good/183.png,"Producccct arrived in excellent condition, thank you",False,Other,good,Low,,train,v1.0.0,1921419042
good_184_34155735,data/raw/mvtec/bottle/bottle/train/good/184.png,المنتج مطابق للوصف وبحالة مممممتازة ❤️💯,False,Other,good,Low,,train,v1.0.0,3356223333
good_185_db48ae70,data/raw/mvtec/bottle/bottle/train/good/185.png,كل شيء تمام، لا يوجد مشاكل,False,Other,good,Low,,train,v1.0.0,1253783021
good_186_ae031dd8,data/raw/mvtec/bottle/bottle/train/good/186.png,Bottle is intact and quality is good,False,Other,good,Low,,train,v1.0.0,3078338463
good_187_f87b5b8f,data/raw/mvtec/bottle/bottle/train/good/187.png,المنتج وصل بحالة ممتازة، شكراً,False,Other,good,Low,,train,v1.0.0,1952734195
good_188_9b9c42d4,data/raw/mvtec/bottle/bottle/train/good/188.png,كل شيء تمام، لا يوجد مشاكل 💯,False,Other,good,Low,,train,v1.0.0,4009392010
good_189_064e9c1b,data/raw/mvtec/bottle/bottle/train/good/189.png,االزجاجة سليمة وجودتها جيدة,False,Other,good,Low,,train,v1.0.0,1129652934
good_190_da1dcb84,data/raw/mvtec/bottle/bottle/train/good/190.png,Product matches description and is in perfect condition,False,Other,good,Low,,train,v1.0.0,2810565749
good_191_efdac17c,data/raw/mvtec/bottle/bottle/train/good/191.png,المنتج مطابق للوصف وبحالة ممتازة,False,Other,good,Low,,train,v1.0.0,4212146858
good_192_384fad5b,data/raw/mvtec/bottle/bottle/train/good/192.png,المنتج مطابق للوصف وبحالة ممتازة,False,Other,good,Low,,train,v1.0.0,2082738006
good_193_2d6ddb69,data/raw/mvtec/bottle/bottle/train/good/193.png,Productt matches description and is in perfect condition,False,Other,good,Low,,train,v1.0.0,4259510215
good_194_98fe8ca3,data/raw/mvtec/bottle/bottle/train/good/194.png,المنتج وصل بحاله ممتازة، شكراً,False,Other,good,Low,,train,v1.0.0,802010626
good_195_cbe9abfe,data/raw/mvtec/bottle/bottle/train/good/195.png,Product matches ddescription and is in perffect condition 👌,False,Other,good,Low,,train,v1.0.0,640860440
good_196_4c865947,data/raw/mvtec/bottle/bottle/train/good/196.png,الزججججاجة سليمة وجودتها جيدةةةة,False,Other,good,Low,,train,v1.0.0,2092234737
good_197_389173ac,data/raw/mvtec/bottle/bottle/train/good/197.png,"Everything is fine, no issues",False,Other,good,Low,,train,v1.0.0,124812043
good_198_dba73f46,data/raw/mvtec/bottle/bottle/train/good/198.png,"Product arrived in excellent condition, thank you ✨",False,Other,good,Low,,train,v1.0.0,3348634265
good_199_f8fe4398,data/raw/mvtec/bottle/bottle/train/good/199.png,Botttle is intact and quality is good,False,Other,good,Low,,train,v1.0.0,4079860569
good_200_5c79d47e,data/raw/mvtec/bottle/bottle/train/good/200.png,المنتج مطابق للوصف وبحالة ممتازة,False,Other,good,Low,,train,v1.0.0,147885997
good_201_7d31a370,data/raw/mvtec/bottle/bottle/train/good/201.png,المنتج مطابق للوصفف وبحالة ممتازة,False,Other,good,Low,,train,v1.0.0,127750097
good_202_3fcad1dc,data/raw/mvtec/bottle/bottle/train/good/202.png,كل شيء تمام لا يوجد مشاكل,False,Other,good,Low,,train,v1.0.0,2458153125
good_203_35d18de9,data/raw/mvtec/bottle/bottle/train/good/203.png,كل شيء تمام، لا ييييوجد مشاكل,False,Other,good,Low,,train,v1.0.0,1426653079
good_204_8c8912dc,data/raw/mvtec/bottle/bottle/train/good/204.png,كل شىء تمام، لا يوجد مشاكل,False,Other,good,Low,,train,v1.0.0,3023286726
good_205_905a3591,data/raw/mvtec/bottle/bottle/train/good/205.png,المنتج مطابق للوصف وبحاله ممتازة,False,Other,good,Low,,train,v1.0.0,1906829484
good_206_acb86ab7,data/raw/mvtec/bottle/bottle/train/good/206.png,كل شيء تمام لا يوجد مشاكل,False,Other,good,Low,,train,v1.0.0,3690014746
good_207_3fabb0ab,data/raw/mvtec/bottle/bottle/train/good/207.png,Everything is fine no issues,False,Other,good,Low,,train,v1.0.0,1653505494
good_208_6b3230f9,data/raw/mvtec/bottle/bottle/train/good/208.png,كل شيء تمام، لا يوجد مشاكل,False,Other,good,Low,,train,v1.0.0,3368447038
broken_large_000_ae9f897c,data/raw/mvtec/bottle/bottle/test/broken_large/000.png,I neeeeed to rrrreturn this there's a huge crack in it,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/000_mask.png,validation,v1.0.0,2889929226
broken_large_001_28078fec,data/raw/mvtec/bottle/bottle/test/broken_large/001.png,ارغب بإرجاع المنتج لانننن فيه كسر كبير جداً,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/001_mask.png,test,v1.0.0,3537030747
broken_large_002_55f78306,data/raw/mvtec/bottle/bottle/test/broken_large/002.png,الزجاجة فيها كسر خطير ومش صالحة للاستعمال,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/002_mask.png,test,v1.0.0,3314256999
broken_large_003_5de571d9,data/raw/mvtec/bottle/bottle/test/broken_large/003.png,المنتج وصل تالف، يوجد شرخ كبير فى اااالزجاجة,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/003_mask.png,test,v1.0.0,2955949394
broken_large_004_db97f29b,data/raw/mvtec/bottle/bottle/test/broken_large/004.png,"botle has serious dammmmage, not suitable for use",True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/004_mask.png,validation,v1.0.0,3784107754
broken_large_005_3e26d42e,data/raw/mvtec/bottle/bottle/test/broken_large/005.png,The bottlle is severeeely brokn and unusable,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/005_mask.png,validation,v1.0.0,2014986767
broken_large_006_c5e4d126,data/raw/mvtec/bottle/bottle/test/broken_large/006.png,الزجاجة مكسورة بشكل كبىر ولا يمكنننن استخدامها 😤,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/006_mask.png,validation,v1.0.0,871059700
broken_large_007_f729df99,data/raw/mvtec/bottle/bottle/test/broken_large/007.png,ارغب بإرجاع المنتج لان فيه كسر كبير جداً 😤😡,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/007_mask.png,test,v1.0.0,2041499361
broken_large_008_72ae29bf,data/raw/mvtec/bottle/bottle/test/broken_large/008.png,"There is a major crack in the product, I want a replacement",True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/008_mask.png,test,v1.0.0,1243968853
broken_large_009_a0b85be0,data/raw/mvtec/bottle/bottle/test/broken_large/009.png,يوجد كسر واضح وكبير في المنتتتتج أريد استبدال,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/009_mask.png,test,v1.0.0,617561288
broken_large_010_4ef68f95,data/raw/mvtec/bottle/bottle/test/broken_large/010.png,الزجاجة مكسورة بشكل كبير ولا يمكن استخدامها,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/010_mask.png,test,v1.0.0,3118127618
broken_large_011_6bf57ec8,data/raw/mvtec/bottle/bottle/test/broken_large/011.png,يوجد كسر واضح وكبىر في المنتج، أريد استبدال 🤦‍♂️❌,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/011_mask.png,validation,v1.0.0,1756751318
broken_large_012_6e18f6fd,data/raw/mvtec/bottle/bottle/test/broken_large/012.png,الزجاجه فيها كسر خطير ومش صالحة للاستعمال 👎,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/012_mask.png,test,v1.0.0,2157793525
broken_large_013_7e555f18,data/raw/mvtec/bottle/bottle/test/broken_large/013.png,Product arrivedddd damaged with large breakage,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/013_mask.png,test,v1.0.0,106857431
broken_large_014_02ddc556,data/raw/mvtec/bottle/bottle/test/broken_large/014.png,الزجاجة فيها كسر خطىر ومش صالحححة للاستعمال,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/014_mask.png,validation,v1.0.0,3127863351
broken_large_015_023d7e82,data/raw/mvtec/bottle/bottle/test/broken_large/015.png,ارغب بإرجاع المنتج لان فيه كسر كبير جداً,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/015_mask.png,validation,v1.0.0,1480936469
broken_large_016_d19da9bf,data/raw/mvtec/bottle/bottle/test/broken_large/016.png,يوجد كسر واضح وكببىر في المنتج، أررريد استبدال 😠,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/016_mask.png,test,v1.0.0,3507358768
broken_large_017_8e82f350,data/raw/mvtec/bottle/bottle/test/broken_large/017.png,"Bottle has serious damage, not suitable for use",True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/017_mask.png,validation,v1.0.0,2489840970
broken_large_018_80a052a4,data/raw/mvtec/bottle/bottle/test/broken_large/018.png,ارغب بإرجاعععع المنتج لان فييه كسر كبير جداً,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/018_mask.png,validation,v1.0.0,3364512423
broken_large_019_4de72e1e,data/raw/mvtec/bottle/bottle/test/broken_large/019.png,الزجاجه مكسورة بشكل كبىر ولا يمككككن استخدامها,True,Damage,broken_large,High,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/019_mask.png,test,v1.0.0,2104557654
broken_small_000_669dd9c0,data/raw/mvtec/bottle/bottle/test/broken_small/000.png,Noticed a small fracture upon receiving tthe bottle,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/000_mask.png,validation,v1.0.0,1562414086
broken_small_001_061452df,data/raw/mvtec/bottle/bottle/test/broken_small/001.png,في شرخ صغير في الزجاجة بس مزعج 👎💔,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/001_mask.png,validation,v1.0.0,1281097643
broken_small_002_170d9f5f,data/raw/mvtec/bottle/bottle/test/broken_small/002.png,المنتجججج به عيب بسيط، كسر صغير بالزجاجه,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/002_mask.png,test,v1.0.0,960876650
broken_small_003_02b15306,data/raw/mvtec/bottle/bottle/test/broken_small/003.png,في شرخ صغير في الزجاجة بس مزعج ⚠️😤,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/003_mask.png,test,v1.0.0,1483803251
broken_small_004_e1803ea3,data/raw/mvtec/bottle/bottle/test/broken_small/004.png,"Product has minor defect, small crack on glasss",True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/004_mask.png,validation,v1.0.0,2899538170
broken_small_005_d445aafd,data/raw/mvtec/bottle/bottle/test/broken_small/005.png,المنتج به عيب بسيط، كسر صغىر بالزجاجه,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/005_mask.png,test,v1.0.0,3271309185
broken_small_006_fa669613,data/raw/mvtec/bottle/bottle/test/broken_small/006.png,Minor ddddamge visible on teh product,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/006_mask.png,test,v1.0.0,1368967613
broken_small_007_9385e088,data/raw/mvtec/bottle/bottle/test/broken_small/007.png,المنتج به عععىب بسيط، كسر صغيييير بالزجاجة 😡,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/007_mask.png,test,v1.0.0,4098713945
broken_small_008_ef734861,data/raw/mvtec/bottle/bottle/test/broken_small/008.png,لاحظت وجود شق صغير في الزجاجة عند الاستلام,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/008_mask.png,validation,v1.0.0,1571355197
broken_small_009_dbd2f70e,data/raw/mvtec/bottle/bottle/test/broken_small/009.png,المنتج به عععيب بسيط، كسر صغير بالزجاجة,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/009_mask.png,validation,v1.0.0,1564818108
broken_small_010_36a8d128,data/raw/mvtec/bottle/bottle/test/broken_small/010.png,المنتج به عيب بسيط كسر صغير بالزجاجة,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/010_mask.png,validation,v1.0.0,3528646244
broken_small_011_7f16a045,data/raw/mvtec/bottle/bottle/test/broken_small/011.png,Minor dammmmage visible on the product,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/011_mask.png,validation,v1.0.0,3753294644
broken_small_012_8f0b40cf,data/raw/mvtec/bottle/bottle/test/broken_small/012.png,"Bottle has a small chip or crack, can I get replacement?",True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/012_mask.png,validation,v1.0.0,975111425
broken_small_013_ab1db5de,data/raw/mvtec/bottle/bottle/test/broken_small/013.png,ىوجد كسر بسيط لكنه واضضضح فى ااالمنتج,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/013_mask.png,validation,v1.0.0,4092884554
broken_small_014_3c73ea6b,data/raw/mvtec/bottle/bottle/test/broken_small/014.png,لاحظت وجود شق صغير في الزجاجة عند الاسسستلام,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/014_mask.png,test,v1.0.0,2086577420
broken_small_015_6e99a70a,data/raw/mvtec/bottle/bottle/test/broken_small/015.png,في شرخ صغير فى الزززجاجة بس مزعج,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/015_mask.png,validation,v1.0.0,4186188156
broken_small_016_28f5b7ae,data/raw/mvtec/bottle/bottle/test/broken_small/016.png,المنتج به عيب بسسيط كسر صغير بالزجاجة 👎❌,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/016_mask.png,validation,v1.0.0,1646982027
broken_small_017_961e83ff,data/raw/mvtec/bottle/bottle/test/broken_small/017.png,"Product has minor deffffect, small crack on glass",True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/017_mask.png,validation,v1.0.0,2616864572
broken_small_018_f528d2c5,data/raw/mvtec/bottle/bottle/test/broken_small/018.png,Minor damage visiblle on teeh productt 💔,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/018_mask.png,validation,v1.0.0,588979942
broken_small_019_3a54e074,data/raw/mvtec/bottle/bottle/test/broken_small/019.png,"bootle has a small chiiiip or crack,,,, can I get replacement?",True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/019_mask.png,validation,v1.0.0,1720195488
broken_small_020_cf4c86e4,data/raw/mvtec/bottle/bottle/test/broken_small/020.png,"Bottle hhhhas a small chip or crack, can I get replacement?",True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/020_mask.png,validation,v1.0.0,4140480175
broken_small_021_16afd1b3,data/raw/mvtec/bottle/bottle/test/broken_small/021.png,لاحظت وجود شق صغير في الزجاجة عند الاستلام,True,Damage,broken_small,Medium,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/021_mask.png,test,v1.0.0,1951440027
contamination_000_0bc028ae,data/raw/mvtec/bottle/bottle/test/contamination/000.png,Bottle looks contaminated from inside,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/000_mask.png,test,v1.0.0,28095429
contamination_001_1728ee14,data/raw/mvtec/bottle/bottle/test/contamination/001.png,فى اوساخ او تلوووث داخل الزجاجة,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/001_mask.png,test,v1.0.0,4226605866
contamination_002_4baa622b,data/raw/mvtec/bottle/bottle/test/contamination/002.png,Bottle looks contaminated from inside,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/002_mask.png,test,v1.0.0,2816983773
contamination_003_a0130f2f,data/raw/mvtec/bottle/bottle/test/contamination/003.png,There is dirt or contamination inside teh bbbottle,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/003_mask.png,test,v1.0.0,3774147016
contamination_004_bbc99b21,data/raw/mvtec/bottle/bottle/test/contamination/004.png,المنتج غىر نظيف يوجد شوائب واضحة,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/004_mask.png,test,v1.0.0,3547906875
contamination_005_ea40825a,data/raw/mvtec/bottle/bottle/test/contamination/005.png,لاحظت وجود اترررربة او مواااد غريبة بالمنتج,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/005_mask.png,test,v1.0.0,1852334649
contamination_006_8443e92e,data/raw/mvtec/bottle/bottle/test/contamination/006.png,جودة التنظيف سيئة، في تلوث ووواضح بالزجاجة 😡,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/006_mask.png,validation,v1.0.0,440872328
contamination_007_996e91c8,data/raw/mvtec/bottle/bottle/test/contamination/007.png,الزجاجه ملوثة ولا تببدو نظظظيفة من الداخل,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/007_mask.png,test,v1.0.0,2884953869
contamination_008_96512530,data/raw/mvtec/bottle/bottle/test/contamination/008.png,Bottle looks contaminated from inside,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/008_mask.png,test,v1.0.0,4244497290
contamination_009_51464f5c,data/raw/mvtec/bottle/bottle/test/contamination/009.png,There is dirt or contamination inside teh botle,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/009_mask.png,test,v1.0.0,4173273890
contamination_010_d7a37a9a,data/raw/mvtec/bottle/bottle/test/contamination/010.png,"Product is not clean, visible impurities presssent",True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/010_mask.png,test,v1.0.0,3228871856
contamination_011_56a9589a,data/raw/mvtec/bottle/bottle/test/contamination/011.png,الزجاجه ملوثة ولا تبدو نظيفة من الداخل,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/011_mask.png,validation,v1.0.0,3625095301
contamination_012_0ce8a2fa,data/raw/mvtec/bottle/bottle/test/contamination/012.png,المنتج غير نظييف، ىوجد شوائب واضحة 😤👎,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/012_mask.png,validation,v1.0.0,2190575404
contamination_013_9c5058b1,data/raw/mvtec/bottle/bottle/test/contamination/013.png,لاحظت وجود اتربة او مواد غريبة بالمنتج,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/013_mask.png,validation,v1.0.0,3043047115
contamination_014_1a466f92,data/raw/mvtec/bottle/bottle/test/contamination/014.png,لاحظت وجود اتربةة او مواد غريبة بالمنتج,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/014_mask.png,test,v1.0.0,39740166
contamination_015_da7eecfc,data/raw/mvtec/bottle/bottle/test/contamination/015.png,الزجاجة مللللوثه ولا تبدو نظيفة من الداخل,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/015_mask.png,validation,v1.0.0,1955628962
contamination_016_432fbfc8,data/raw/mvtec/bottle/bottle/test/contamination/016.png,المنتج غىرررر نظيف يوجد شوائب واضحة,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/016_mask.png,test,v1.0.0,549318304
contamination_017_b97f58ad,data/raw/mvtec/bottle/bottle/test/contamination/017.png,Poor qualtyy cleaning obbbbvious contamination 😠💔,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/017_mask.png,test,v1.0.0,204186145
contamination_018_58936bd7,data/raw/mvtec/bottle/bottle/test/contamination/018.png,جودةةةة التنظيف سيئة، في تلوث واضح بالزجاجة,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/018_mask.png,validation,v1.0.0,1725030866
contamination_019_83b5ef09,data/raw/mvtec/bottle/bottle/test/contamination/019.png,المنتج غير نظيف، ىوجد شوائب واضضحة,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/019_mask.png,validation,v1.0.0,1574306807
contamination_020_b07f7382,data/raw/mvtec/bottle/bottle/test/contamination/020.png,Bottle looks contaminateddd ffrom inside,True,Quality,contamination,Medium,data/raw/mvtec/bottle/bottle/ground_truth/contamination/020_mask.png,validation,v1.0.0,2891093320
good_000_e57931ef,data/raw/mvtec/bottle/bottle/test/good/000.png,الزجاجة سليمة وجودتها جيده,False,Other,good,Low,,validation,v1.0.0,4219652650
good_001_a7229288,data/raw/mvtec/bottle/bottle/test/good/001.png,المنتج مطابق للوصف وبحالة ممتازة,False,Other,good,Low,,validation,v1.0.0,1201944521
good_002_c0f2981c,data/raw/mvtec/bottle/bottle/test/good/002.png,المنتج وصل بحالة ممتاازة، شكراً,False,Other,good,Low,,validation,v1.0.0,2047286182
good_003_a5d37c20,data/raw/mvtec/bottle/bottle/test/good/003.png,كل شيء تمام، لا يوجد مشاكل,False,Other,good,Low,,test,v1.0.0,2713192068
good_004_b96a326f,data/raw/mvtec/bottle/bottle/test/good/004.png,Product matches description and is in perfect condition,False,Other,good,Low,,test,v1.0.0,3355836237
good_005_64f76fd3,data/raw/mvtec/bottle/bottle/test/good/005.png,"Everything is fine, no issues",False,Other,good,Low,,test,v1.0.0,319499576
good_006_ec6e06ed,data/raw/mvtec/bottle/bottle/test/good/006.png,"Product arrived in excellent condition, thank yoou",False,Other,good,Low,,test,v1.0.0,2582345578
good_007_80a6e62a,data/raw/mvtec/bottle/bottle/test/good/007.png,كل شىء تمام لا ىوجد مششاكل 💯✨,False,Other,good,Low,,test,v1.0.0,1892226206
good_008_0f1fbbc6,data/raw/mvtec/bottle/bottle/test/good/008.png,"Everything is fine, no issues",False,Other,good,Low,,validation,v1.0.0,3080996660
good_009_ea8bc3b9,data/raw/mvtec/bottle/bottle/test/good/009.png,المنتج وصل بحالة ممتازة، شكررراً,False,Other,good,Low,,validation,v1.0.0,1659942377
good_010_12a124f5,data/raw/mvtec/bottle/bottle/test/good/010.png,المنتج مطابق للوصف وببببحاله ممتازة,False,Other,good,Low,,test,v1.0.0,2705573241
good_011_7043be5f,data/raw/mvtec/bottle/bottle/test/good/011.png,كل شىىء تمام، لا يوجد مشاكلل 👍👍,False,Other,good,Low,,validation,v1.0.0,2243959958
good_012_52f2aac2,data/raw/mvtec/bottle/bottle/test/good/012.png,الزجاجة سليمة وجودتها جيده,False,Other,good,Low,,test,v1.0.0,1325372061
good_013_8ec2fa9f,data/raw/mvtec/bottle/bottle/test/good/013.png,Bottle is intact and quality is good 😊,False,Other,good,Low,,validation,v1.0.0,397538507
good_014_d4d2ca7f,data/raw/mvtec/bottle/bottle/test/good/014.png,"Everything is fiiine, no issues",False,Other,good,Low,,test,v1.0.0,883829620
good_015_63d17758,data/raw/mvtec/bottle/bottle/test/good/015.png,المنتج وصل بحالة ممتازه، شكراً 💯👍,False,Other,good,Low,,test,v1.0.0,1164572997
good_016_1d11b7cb,data/raw/mvtec/bottle/bottle/test/good/016.png,"Everything is fine, no issues",False,Other,good,Low,,test,v1.0.0,1974941842
good_017_070b045b,data/raw/mvtec/bottle/bottle/test/good/017.png,prduct matches description aand is in perfect condition 👍👌,False,Other,good,Low,,validation,v1.0.0,1006342342
good_018_8269d7d3,data/raw/mvtec/bottle/bottle/test/good/018.png,كل شىء تمام، لا يوجد مشاكل,False,Other,good,Low,,test,v1.0.0,1682820048
good_019_f27f5b98,data/raw/mvtec/bottle/bottle/test/good/019.png,Bottle is intact and qualty is good,False,Other,good,Low,,validation,v1.0.0,940713898
