sample_id,image_path,split_source,defect_type,is_defective,mask_path
contamination_014_1a466f92,data/raw/mvtec/bottle/bottle/test/contamination/014.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/014_mask.png
contamination_015_da7eecfc,data/raw/mvtec/bottle/bottle/test/contamination/015.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/015_mask.png
contamination_016_432fbfc8,data/raw/mvtec/bottle/bottle/test/contamination/016.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/016_mask.png
contamination_017_b97f58ad,data/raw/mvtec/bottle/bottle/test/contamination/017.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/017_mask.png
contamination_018_58936bd7,data/raw/mvtec/bottle/bottle/test/contamination/018.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/018_mask.png
contamination_019_83b5ef09,data/raw/mvtec/bottle/bottle/test/contamination/019.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/019_mask.png
contamination_020_b07f7382,data/raw/mvtec/bottle/bottle/test/contamination/020.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/020_mask.png
good_000_e57931ef,data/raw/mvtec/bottle/bottle/test/good/000.png,test,good,False,
good_001_a7229288,data/raw/mvtec/bottle/bottle/test/good/001.png,test,good,False,
good_002_c0f2981c,data/raw/mvtec/bottle/bottle/test/good/002.png,test,good,False,
good_003_a5d37c20,data/raw/mvtec/bottle/bottle/test/good/003.png,test,good,False,
good_004_b96a326f,data/raw/mvtec/bottle/bottle/test/good/004.png,test,good,False,
good_005_64f76fd3,data/raw/mvtec/bottle/bottle/test/good/005.png,test,good,False,
good_006_ec6e06ed,data/raw/mvtec/bottle/bottle/test/good/006.png,test,good,False,
good_007_80a6e62a,data/raw/mvtec/bottle/bottle/test/good/007.png,test,good,False,
good_008_0f1fbbc6,data/raw/mvtec/bottle/bottle/test/good/008.png,test,good,False,
good_009_ea8bc3b9,data/raw/mvtec/bottle/bottle/test/good/009.png,test,good,False,
good_010_12a124f5,data/raw/mvtec/bottle/bottle/test/good/010.png,test,good,False,
good_011_7043be5f,data/raw/mvtec/bottle/bottle/test/good/011.png,test,good,False,
good_012_52f2aac2,data/raw/mvtec/bottle/bottle/test/good/012.png,test,good,False,
good_013_8ec2fa9f,data/raw/mvtec/bottle/bottle/test/good/013.png,test,good,False,
good_014_d4d2ca7f,data/raw/mvtec/bottle/bottle/test/good/014.png,test,good,False,
good_015_63d17758,data/raw/mvtec/bottle/bottle/test/good/015.png,test,good,False,
good_016_1d11b7cb,data/raw/mvtec/bottle/bottle/test/good/016.png,test,good,False,
good_017_070b045b,data/raw/mvtec/bottle/bottle/test/good/017.png,test,good,False,
good_018_8269d7d3,data/raw/mvtec/bottle/bottle/test/good/018.png,test,good,False,
good_019_f27f5b98,data/raw/mvtec/bottle/bottle/test/good/019.png,test,good,False,
